make_standardized,model_raw,model_standardized
TOYOTA,CAROLA,CAROLA
TOYOTA,CH R,CH R
TOYOTA,CH R G,CH R G
TOYOTA,CHE,CHE
TOYOTA,CHR,CHR
TOYOTA,CHR GR,CHR GR
TOYOTA,CHR GX,CHR GX
TOYOTA,CHR  H,CHR H
TOYOTA,CHR HR,CHR HR
TOYOTA,CHR HY,CHR HY
TOYOTA,CHR  K,CHR K
TOYOTA,CHR KO,CHR KO
TOYOTA,CHR SP,CHR SP
TOYOTA,CHRH,CHRH
TOYOTA,CHRH K,CHRH K
TOYOTA,CMARY,CMARY
TOYOTA,COASTE,COASTE
TOYOTA,COASTR,COASTR
TOYOTA,COLROL,COLROL
TOYOTA,COMM,COMM
TOYOTA,COMMUT,COMMUT
TOYOTA,COR,COR
TOYOTA,CORALL,CORALL
TOYOTA,CORLAC,CORLAC
TOYOTA,CORLLA,CORLLA
TOYOTA,CORLLL,CORLLL
TOYOTA,CORO H,CORO H
TOYOTA,COROL,COROL
TOYOTA,COROLA,COROLA
TOYOTA,COROLK,COROLK
TOYOTA,COROLL,COROLL
TOYOTA,CORROL,CORROL
TOYOTA,COXH,COXH
TOYOTA,CROLLA,CROLLA
TOYOTA,CROSS,CROSS
TOYOTA,CROWN,CROWN
TOYOTA,CRW SP,CRW SP
TOYOTA,CX3,CX3
TOYOTA,CX60 D,CX60 D
TOYOTA,CX70,CX70
TOYOTA,CYBERS,CYBERS
TOYOTA,DC SR5,DC SR5
TOYOTA,DMAX,DMAX
TOYOTA,E6218,E6218
TOYOTA,F33A01,F33A01
TOYOTA,FDZN25,FDZN25
TOYOTA,FORTNE,FORTNE
TOYOTA,FORTUN,FORTUN
TOYOTA,FORTUR,FORTUR
TOYOTA,FORUNE,FORUNE
TOYOTA,FORUTU,FORUTU
TOYOTA,GORTUN,GORTUN
TOYOTA,GR,GR
TOYOTA,GR 86,GR 86
TOYOTA,GR COR,GR COR
TOYOTA,GR SUP,GR SUP
TOYOTA,GR YAR,GR YAR
TOYOTA,GR8 GT,GR8 GT
TOYOTA,GR86,GR86
TOYOTA,GR86 1,GR86 1
TOYOTA,GR86 G,GR86 G
TOYOTA,GR86GT,GR86GT
TOYOTA,GRANVI,GRANVI
TOYOTA,GRS,GRS
TOYOTA,GRYARI,GRYARI
TOYOTA,GTS GR,GTS GR
TOYOTA,GXL,GXL
TOYOTA,HAICE,HAICE
TOYOTA,HARRIE,HARRIE
TOYOTA,HGILUX,HGILUX
TOYOTA,HHILUX,HHILUX
TOYOTA,HI ACE,HI ACE
TOYOTA,HI LIX,HI LIX
TOYOTA,HIACE,HIACE
TOYOTA,HIAVE,HIAVE
TOYOTA,HIILUX,HIILUX
TOYOTA,HIKUX,HIKUX
TOYOTA,HIL,HIL
TOYOTA,HILIX,HILIX
TOYOTA,HILKUX,HILKUX
TOYOTA,HILLUX,HILLUX
TOYOTA,HILUIX,HILUIX
TOYOTA,HI LUX,HILUX
TOYOTA,HILUXT,HILUX
TOYOTA,HILUX,HILUX
TOYOTA,HILYX,HILUX
TOYOTA,HILX,HILUX
TOYOTA,HILUS,HILUX
TOYOTA,HILUC,HILUX
TOYOTA,HILIUX,HILUX
TOYOTA,HILX D,HILX D
TOYOTA,HIULUX,HIULUX
TOYOTA,HIULX,HIULX
TOYOTA,HIUX R,HIUX R
TOYOTA,HIUX S,HIUX S
TOYOTA,HLIUX,HLIUX
TOYOTA,HLUX X,HLUX X
TOYOTA,HUACE,HUACE
TOYOTA,HULIX,HULIX
TOYOTA,HULUX,HULUX
TOYOTA,ILUX,ILUX
TOYOTA,JILUX,JILUX
TOYOTA,JIMNY,JIMNY
TOYOTA,KKUGER,KKUGER
TOYOTA,KLGER,KLGER
TOYOTA,KLKUGE,KLKUGE
TOYOTA,KLUG,KLUG
TOYOTA,KLUGBE,KLUGBE
TOYOTA,KLUGER,KLUGER
TOYOTA,KLUH,KLUH
TOYOTA,KLYGER,KLYGER
TOYOTA,KOBA,KOBA
TOYOTA,KULGER,KULGER
TOYOTA,LAN300,LAN300
TOYOTA,LANCDR,LANCDR
TOYOTA,LANCRU,LANCRU
TOYOTA,LAND,LAND
TOYOTA,LAND C,LAND C
TOYOTA,LAND70,LAND70
TOYOTA,LAND76,LAND76
TOYOTA,LAND78,LAND78
TOYOTA,LAND79,LAND79
TOYOTA,LANDC,LANDC
TOYOTA,LANDCC,LANDCC
TOYOTA,LANDCR,LANDCR
TOYOTA,LANDCU,LANDCU
TOYOTA,LANDDC,LANDDC
TOYOTA,LANDRC,LANDRC
TOYOTA,LANDRR,LANDRR
TOYOTA,LANSCR,LANSCR
TOYOTA,LC 300,LC 300
TOYOTA,LC 70,LC 70
TOYOTA,LC 76,LC 76
TOYOTA,LC 78,LC 78
TOYOTA,LC 79,LC 79
TOYOTA,LC 90,LC 90
TOYOTA,LC GRS,LC GRS
TOYOTA,LC GXL,LC GXL
TOYOTA,LC MIL,LC MIL
TOYOTA,LC PRA,LC PRA
TOYOTA,LC SAH,LC SAH
TOYOTA,LC WOR,LC WOR
TOYOTA,LC ZX,LC ZX
TOYOTA,LC300,LC300
TOYOTA,LC30O,LC30O
TOYOTA,LC3200,LC3200
TOYOTA,LC70,LC70
TOYOTA,LC70 G,LC70 G
TOYOTA,LC70 V,LC70 V
TOYOTA,LC76,LC76
TOYOTA,LC76 G,LC76 G
TOYOTA,LC78,LC78
TOYOTA,LC78 T,LC78 T
TOYOTA,LC79,LC79
TOYOTA,LC79 C,LC79 C
TOYOTA,LC79 D,LC79 D
TOYOTA,LC79 G,LC79 G
TOYOTA,LC79 M,LC79 M
TOYOTA,LC79 W,LC79 W
TOYOTA,LCMIL,LCMIL
TOYOTA,LCRUIS,LCRUIS
TOYOTA,LCRUIU,LCRUIU
TOYOTA,LMIL 7,LMIL 7
TOYOTA,LMIL L,LMIL L
TOYOTA,LMIL79,LMIL79
TOYOTA,M15AY9,M15AY9
TOYOTA,M20A07,M20A07
TOYOTA,M20A08,M20A08
TOYOTA,MDT HI,MDT HI
TOYOTA,MG ZS,MG ZS
TOYOTA,MILITA,MILITA
TOYOTA,MIRAI,MIRAI
TOYOTA,MY26 T,MY26 T
TOYOTA,OUTLAN,OUTLANDER
TOYOTA,PARDO,PARDO
TOYOTA,PAV4,PAV4
TOYOTA,PR,PR
TOYOTA,PRA,PRA
TOYOTA,PRAD,PRAD
TOYOTA,PRADO,PRADO
TOYOTA,PRAO,PRAO
TOYOTA,PRDAO,PRDAO
TOYOTA,PRIUS,PRIUS
TOYOTA,RA4 GX,RA4 GX
TOYOTA,RAB 4,RAB 4
TOYOTA,RAB4,RAB4
TOYOTA,RAC4 E,RAC4 E
TOYOTA,RAC4 G,RAC4 G
TOYOTA,RACV4,RACV4
TOYOTA,RANGER,RANGER
TOYOTA,RAV,RAV
TOYOTA,RAV GL,RAV GL
TOYOTA,RAV GX,RAV GX
TOYOTA,RAV HY,RAV HY
TOYOTA,RAV3,RAV3
TOYOTA,RAV4,RAV4
TOYOTA,RAV4CR,RAV4
TOYOTA,RAV 4,RAV4
TOYOTA,RAVE 4,RAV4
TOYOTA,RAV4 2,RAV4 2
TOYOTA,RAV4 C,RAV4 C
TOYOTA,RAV4 E,RAV4 E
TOYOTA,RAV4 G,RAV4 G
TOYOTA,RAV4 H,RAV4 H
TOYOTA,RAV4 X,RAV4 X
TOYOTA,RAVH,RAVH
TOYOTA,RAVH C,RAVH C
TOYOTA,RAVH G,RAVH G
TOYOTA,RAVH H,RAVH H
TOYOTA,RAVR H,RAVR H
TOYOTA,ROGUE,ROGUE
TOYOTA,RQV4,RQV4
TOYOTA,SAHARA,SAHARA
TOYOTA,SAS25C,SAS25C
TOYOTA,SEDAN,SEDAN
TOYOTA,SHERWO,SHERWO
TOYOTA,SILVER,SILVER
TOYOTA,SR HIL,SR HIL
TOYOTA,SR5,SR5
TOYOTA,SR5 HI,SR5 HI
TOYOTA,SUNCAM,SUNCAM
TOYOTA,SUPRA,SUPRA
TOYOTA,T ROC,T ROC
TOYOTA,TACOMA,TACOMA
TOYOTA,TARIS,TARIS
TOYOTA,TASMAN,TASMAN
TOYOTA,TAV4,TAV4
TOYOTA,TOYOTA,TOYOTA
TOYOTA,TRUNDR,TRUNDR
TOYOTA,TUNDRA,TUNDRA
TOYOTA,VELLFI,VELLFI
TOYOTA,VITZ,VITZ
TOYOTA,VOXY,VOXY
TOYOTA,WAGON,WAGON
TOYOTA,WHITE,WHITE
TOYOTA,WORKMA,WORKMA
TOYOTA,XTRAIL,XTRAIL
TOYOTA,XUV700,XUV700
TOYOTA,YAR,YAR
TOYOTA,YARIS,YARIS
TOYOTA,YARISG,YARISG
TOYOTA,YARISS,YARISS
TOYOTA,YARISX,YARISX
TOYOTA,YAROS,YAROS
TOYOTA,YARRIS,YARRIS
TOYOTA,YAXH,YAXH
TOYOTA,YAXH 2,YAXH 2
TOYOTA,YEAIS,YEAIS
TOYOTA,YRAIS,YRAIS
TOYOTA,ZST VI,ZST VI
VOLKSWAGEN,1D 4,1D 4
VOLKSWAGEN,2023,2023
VOLKSWAGEN,2024,2024
VOLKSWAGEN,A,A
VOLKSWAGEN,AMAOK,AMAOK
VOLKSWAGEN,AMARO,AMARO
VOLKSWAGEN,AMAROC,AMAROC
VOLKSWAGEN,AMAROK,AMAROK
VOLKSWAGEN,AMARRO,AMARRO
VOLKSWAGEN,AMORAK,AMORAK
VOLKSWAGEN,AMOROK,AMOROK
VOLKSWAGEN,AMROK,AMROK
VOLKSWAGEN,ARTEON,ARTEON
VOLKSWAGEN,ARTOEN,ARTOEN
VOLKSWAGEN,AVENTU,AVENTU
VOLKSWAGEN,BJ TIG,BJ TIG
VOLKSWAGEN,BUZZ,BUZZ
VOLKSWAGEN,C,C
VOLKSWAGEN,CADDT,CADDT
VOLKSWAGEN,CADDY,CADDY
VOLKSWAGEN,CALIFO,CALIFO
VOLKSWAGEN,CARAVE,CARAVE
VOLKSWAGEN,CD GOL,CD GOL
VOLKSWAGEN,CRAFTE,CRAFTE
VOLKSWAGEN,CRAFTR,CRAFTR
VOLKSWAGEN,CZDC76,CZDC76
VOLKSWAGEN,D1 T R,D1 T R
VOLKSWAGEN,DEFEND,DEFEND
VOLKSWAGEN,DISCOV,DISCOV
VOLKSWAGEN,DMAX,DMAX
VOLKSWAGEN,DXU029,DXU029
VOLKSWAGEN,ETRANS,ETRANS
VOLKSWAGEN,G,G
VOLKSWAGEN,GOLD L,GOLD L
VOLKSWAGEN,GOLD R,GOLD R
VOLKSWAGEN,GOLF,GOLF
VOLKSWAGEN,GOLF 8,GOLF 8
VOLKSWAGEN,GOLF G,GOLF G
VOLKSWAGEN,GOLF L,GOLF L
VOLKSWAGEN,GOLF R,GOLF R
VOLKSWAGEN,GOLF W,GOLF W
VOLKSWAGEN,GOLF8R,GOLF8R
VOLKSWAGEN,GOLG,GOLG
VOLKSWAGEN,I30,I30
VOLKSWAGEN,ID 4,ID 4
VOLKSWAGEN,ID 4 G,ID 4 G
VOLKSWAGEN,ID 4 P,ID 4 P
VOLKSWAGEN,ID 5,ID 5
VOLKSWAGEN,ID 5 G,ID 5 G
VOLKSWAGEN,ID 5 P,ID 5 P
VOLKSWAGEN,ID BUZ,ID BUZ
VOLKSWAGEN,ID4,ID4
VOLKSWAGEN,ID4 GT,ID4 GT
VOLKSWAGEN,ID4 PR,ID4 PR
VOLKSWAGEN,ID5,ID5
VOLKSWAGEN,ID5 GT,ID5 GT
VOLKSWAGEN,ID5 PR,ID5 PR
VOLKSWAGEN,IDBUZZ,IDBUZZ
VOLKSWAGEN,JRVX,JRVX
VOLKSWAGEN,KODIAQ,KODIAQ
VOLKSWAGEN,KONA,KONA
VOLKSWAGEN,MG3 CO,MG3 CO
VOLKSWAGEN,MULITV,MULITV
VOLKSWAGEN,MULTIV,MULTIV
VOLKSWAGEN,MUTLIV,MUTLIV
VOLKSWAGEN,MY26,MY26
VOLKSWAGEN,MY26 G,MY26 G
VOLKSWAGEN,NF AM,NF AM
VOLKSWAGEN,NF AMA,NF AMA
VOLKSWAGEN,OPTIMU,OPTIMU
VOLKSWAGEN,P,P
VOLKSWAGEN,PASSAT,PASSAT
VOLKSWAGEN,PLOL,PLOL
VOLKSWAGEN,POLO,POLO
VOLKSWAGEN,POLO G,POLO G
VOLKSWAGEN,POLO L,POLO L
VOLKSWAGEN,POLO S,POLO S
VOLKSWAGEN,PUMA,PUMA
VOLKSWAGEN,RANGER,RANGER
VOLKSWAGEN,SPRINT,SPRINT
VOLKSWAGEN,STYLE,STYLE
VOLKSWAGEN,SY1,SY1
VOLKSWAGEN,T,T
VOLKSWAGEN,T CORS,T CORS
VOLKSWAGEN,T CROS,T CROS
VOLKSWAGEN,T ROC,T ROC
VOLKSWAGEN,T ROCK,T ROCK
VOLKSWAGEN,T ROCR,T ROCR
VOLKSWAGEN,T ROSS,T ROSS
VOLKSWAGEN,T-CROS,T-CROS
VOLKSWAGEN,T-ROC,T-ROC
VOLKSWAGEN,T6 TRA,T6 TRA
VOLKSWAGEN,T6.1IV,T6.1IV
VOLKSWAGEN,TARON,TARON
VOLKSWAGEN,TAVASC,TAVASC
VOLKSWAGEN,TAYRON,TAYRON
VOLKSWAGEN,TCROSS,TCROSS
VOLKSWAGEN,TERRAM,TERRAM
VOLKSWAGEN,TIG,TIG
VOLKSWAGEN,TIGAUN,TIGAUN
VOLKSWAGEN,TIGU,TIGU
VOLKSWAGEN,TIGUA,TIGUA
VOLKSWAGEN,TIGUAA,TIGUAA
VOLKSWAGEN,TIGUAN,TIGUAN
VOLKSWAGEN,TIGUN,TIGUN
VOLKSWAGEN,TOUARE,TOUARE
VOLKSWAGEN,TOUREG,TOUREG
VOLKSWAGEN,TRAKKA,TRAKKA
VOLKSWAGEN,TRANPS,TRANPS
VOLKSWAGEN,TRANSP,TRANSP
VOLKSWAGEN,TROC,TROC
VOLKSWAGEN,TROC C,TROC C
VOLKSWAGEN,TROC R,TROC R
VOLKSWAGEN,TROC S,TROC S
VOLKSWAGEN,TROV,TROV
VOLKSWAGEN,TUGUAN,TUGUAN
VOLKSWAGEN,VOLKSW,VOLKSW
VOLKSWAGEN,VW24,VW24
VOLKSWAGEN,W,W
VOLKSWAGEN,XC40,XC40
VOLKSWAGEN,XC60,XC60
VOLKSWAGEN,XC90,XC90
VOLKSWAGEN,XUV700,XUV700
VOLKSWAGEN,ZS,ZS
VOLKSWAGEN,ZS VIB,ZS VIB
VOLVO,,
VOLVO,009,009
VOLVO,16S,16S
VOLVO,796920,796920
VOLVO,B11R,B11R
VOLVO,B11R E,B11R E
VOLVO,B13R,B13R
VOLVO,B13R E,B13R E
VOLVO,B8R,B8R
VOLVO,B8R E6,B8R E6
VOLVO,B8R EU,B8R EU
VOLVO,B8RE6,B8RE6
VOLVO,B8RLE,B8RLE
VOLVO,B0E,BOE
VOLVO,B0E BZ,BOE BZ
VOLVO,BOEBZL,BOEBZL
VOLVO,B0EBZL,BOEBZL
VOLVO,BZL,BZL
VOLVO,C40,C40
VOLVO,C40 EL,C40 EL
VOLVO,C40 RE,C40 RE
VOLVO,C41,C41
VOLVO,CBU GL,CBU GL
VOLVO,CBU-FH,CBU-FH
VOLVO,CBUFH1,CBUFH1
VOLVO,CT6000,CT6000
VOLVO,CX60,CX60
VOLVO,CX90,CX90
VOLVO,E40,E40
VOLVO,EC140D,EC140D
VOLVO,EC220,EC220
VOLVO,EC250,EC250
VOLVO,ES90,ES90
VOLVO,EX20,EX20
VOLVO,EX30,EX30
VOLVO,EX30CC,EX30
VOLVO,EX30 T,EX30
VOLVO,EX30 E,EX30
VOLVO,EX30 C,EX30 C
VOLVO,EX40,EX40
VOLVO,EX40 B,EX40 B
VOLVO,EX60,EX60
VOLVO,EX90,EX90
VOLVO,EX90 R,EX90 R
VOLVO,EX90 U,EX90 U
VOLVO,FE,FE
VOLVO,FE 280,FE 280
VOLVO,FE 320,FE 320
VOLVO,FE280,FE280
VOLVO,FE320,FE320
VOLVO,FE350,FE350
VOLVO,FE4X2R,FE4X2R
VOLVO,FE8,FE8
VOLVO,FH,FH
VOLVO,FH 600,FH 600
VOLVO,FH13,FH13
VOLVO,FH16,FH16
VOLVO,FH18,FH18
VOLVO,FH450,FH450
VOLVO,FH500,FH500
VOLVO,FH540,FH540
VOLVO,FH550,FH550
VOLVO,FH600,FH600
VOLVO,FH647,FH647
VOLVO,FH64T,FH64T
VOLVO,FH650,FH650
VOLVO,FH6X47,FH6X47
VOLVO,FH700,FH700
VOLVO,FH780,FH780
VOLVO,FHCCAB,FHCCAB
VOLVO,FL,FL
VOLVO,FM,FM
VOLVO,FM 460,FM 460
VOLVO,FM 500,FM 500
VOLVO,FM 600,FM 600
VOLVO,FM 6X4,FM 6X4
VOLVO,FM11,FM11
VOLVO,FM11 8,FM11 8
VOLVO,FM13,FM13
VOLVO,FM13 8,FM13 8
VOLVO,FM300,FM300
VOLVO,FM330,FM330
VOLVO,FM370,FM370
VOLVO,FM410,FM410
VOLVO,FM430,FM430
VOLVO,FM450,FM450
VOLVO,FM460,FM460
VOLVO,FM500,FM500
VOLVO,FM540,FM540
VOLVO,FM5400,FM5400
VOLVO,FM54O,FM54O
VOLVO,FMX,FMX
VOLVO,FMX13,FMX13
VOLVO,FMX450,FMX450
VOLVO,FMX460,FMX460
VOLVO,FMX50,FMX50
VOLVO,FMX500,FMX500
VOLVO,FMX540,FMX540
VOLVO,G940,G940
VOLVO,HS,HS
VOLVO,IRIZAR,IRIZAR
VOLVO,L120F,L120F
VOLVO,L120H,L120H
VOLVO,L150H,L150H
VOLVO,L50H,L50H
VOLVO,L50HS,L50HS
VOLVO,L604,L604
VOLVO,L60E,L60E
VOLVO,L70H2,L70H2
VOLVO,L90H,L90H
VOLVO,L90H2,L90H2
VOLVO,L90HZ,L90HZ
VOLVO,MY25 E,MY25 E
VOLVO,MY25 V,MY25 V
VOLVO,MY25 X,MY25 X
VOLVO,OMNIBU,OMNIBU
VOLVO,S60,S60
VOLVO,S60 RE,S60 RE
VOLVO,TCROSS,TCROSS
VOLVO,V60,V60
VOLVO,V60 CC,V60 CC
VOLVO,V60 CR,V60 CR
VOLVO,X RWD,X RWD
VOLVO,X40,X40
VOLVO,XC4,XC4
VOLVO,XC40,XC40
VOLVO,XC40 B,XC40 B
VOLVO,XC40 P,XC40 P
VOLVO,XC40 R,XC40 R
VOLVO,XC40 U,XC40 U
VOLVO,XC40RE,XC40RE
VOLVO,XC60,XC60
VOLVO,XC60 B,XC60 B
VOLVO,XC60 P,XC60 P
VOLVO,XC60 R,XC60 R
VOLVO,XC60 U,XC60 U
VOLVO,XC690,XC690
VOLVO,XC90,XC90
VOLVO,XC90 R,XC90 R
VOLVO,XC90 U,XC90 U
VOLVO,XC90UL,XC90UL
XPENG,G6,G6
XPENG,G9,G9
XPENG,MONAM3,MONAM3
XPENG,P7+,P7+
XPENG,P7I,P7I
XPENG,X9,X9
XPENG,XPENG,XPENG
ZEEKR,009,009
ZEEKR,009 6,009 6
ZEEKR,7X,7X
ZEEKR,7X LON,7X LON
ZEEKR,7X PER,7X PER
ZEEKR,7X RWD,7X RWD
ZEEKR,7Z,7Z
ZEEKR,CX5,CX-5
ZEEKR,MY24 X,MY24 X
ZEEKR,X,X
ZEEKR,X AWD,X AWD
ZEEKR,X RWD,X RWD
